cdparametresiseeaux,cdparametre,libmajparametre,libminparametre,casparam,categorie_1,categorie_2,categorie_3,limite_qualite,limite_qualite_unite,limite_qualite_commentaire,limite_indicative,limite_indicative_unite,valeur_sanitaire_1,valeur_sanitaire_1_unite,valeur_sanitaire_1_commentaire,valeur_sanitaire_2,valeur_sanitaire_2_unite,valeur_sanitaire_2_commentaire,web_label,statut_autorisation,commentaire
CANT,7500,CHLORANTRANILIPROLE,Chlorantraniliprole,500008-45-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Chlorantraniliprole,,
ALLYXY,7501,ALLYXYCARBE,Allyxycarbe,6392-46-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Allyxycarbe,,
BUFENC,7502,BUFENCARBE,Bufencarbe,8065-36-9,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Bufencarbe,,
CYTHIO,7503,CYTHIOATE,Cythioate,115-93-5,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Cythioate,,
KARBUT,7505,KARBUTILATE,Karbutilate,4849-32-5,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Karbutilate,,
SPITET,7506,SPIROTETRAMAT,Spirotetramat,203313-25-1,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Spirotetramat,,
IPCONA,7508,IPCONAZOLE,Ipconazole,125225-28-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Ipconazole,,
PTPD,7509,PENTHIOPYRAD,Penthiopyrad,183675-82-3,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Penthiopyrad,,
IMBCAZ,7510,IMIBENCONAZOLE,Imibenconazole,86598-92-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Imibenconazole,,
TEBUPI,7511,TEBUPIRIMFOS,Tebupirimfos,96182-53-5,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Tebupirimfos,,
THIOCY2,7512,THIOCYCLAM HYDROGEN OXALATE,Thiocyclam hydrogen oxalate,31895-22-4,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Thiocyclam hydrogen oxalate,,
FCLAZE,7513,FENCHLORAZOLE ETHYL,Fenchlorazole ethyl,103112-35-2,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Fenchlorazole ethyl,,
THIOPE,7514,THIOPHANATE ETHYL,Thiophanate ethyl,23564-06-09,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Thiophanate ethyl,,
AMIPRM,7516,AMIPROFOS-METHYL,Amiprofos-methyl,36001-88-4,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Amiprofos-methyl,,
TCM,7517,THIENCARBAZONE-METHYL,Thiencarbazone-methyl,317815-83-1,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Thiencarbazone-methyl,,
PETHO,7519,PETHOXAMIDE,Pethoxamide,106700-29-2,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Pethoxamide,Autorisé,
ZCYINE,7521,ZETACYPERMETHRINE,Zetacypermethrine,97955-44-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Zetacypermethrine,,
BEFLU,7522,BEFLUBUTAMIDE,Beflubutamide,113614-08-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Beflubutamide,,
AMINP,7580,AMINOPYRALID,Aminopyralid,150114-71-9,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Aminopyralid,Autorisé,
HMTRIM,7585,HEPTAMETHYLTRISILOXANE MODIFIÉ,heptamethyltrisiloxane modifié,27306-78-1,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,heptamethyltrisiloxane modifié,,
PHTHA,7587,PHTHALIMIDE,Phthalimide,85-41-6,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Phthalimide,Autorisé,Métabolite du folpel
THPL,7588,TÉTRAHYDROPHTHALIMIDE,Tétrahydrophthalimide,85-40-5,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Tétrahydrophthalimide,,
DMSA,7618,"N,N-DIMÉTHYL-N'-PHÉNYLSULFAMIDE","N,N-diméthyl-N'-phénylsulfamide",4710-17-2,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,"N,N-diméthyl-N'-phénylsulfamide",Interdit,Métabolite du dichlofluanide
FLUOPYR,7649,FLUOPYRAM,Fluopyram,658066-35-4,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,8.8,µg/L,Vmax établie par l'Anses en 2026,,,,Fluopyram,Autorisé,
CLTHA4H,7715,CHLOROTHALONIL-4-HYDROXY,Chlorothalonil-4-hydroxy,28343-61-5,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,4.29,µg/L,Valeur sanitaire transitoire (incluant un intervalle de confiance de 30%) établie par l'agence allemande UBA (utilisée en l'absence de Vmax fixée par l'Anses),,,,Chlorothalonil-4-hydroxy,Interdit,
ASDM,7716,"2-AMINOSULFONYL-N,N-DIMETHYLNICOTIN","2-Aminosulfonyl-N,N-dimethylnicotin",112006-75-4,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,2700,µg/L,Vmax établie par l'Anses en 2026,,,,"2-Aminosulfonyl-N,N-dimethylnicotin",Autorisé,Métabolite du nicosulfuron
CLTHALS,7717,CHLOROTHALONIL R417888,Chlorothalonil R417888,1418095-02-9,pesticide,metabolite,pertinent,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,4.29,µg/L,Valeur sanitaire transitoire (incluant un intervalle de confiance de 30%) établie par l'agence allemande UBA (utilisée en l'absence de Vmax fixée par l'Anses),,,,Chlorothalonil R417888,Interdit,
ACETSAA,7718,SAA ACÉTOCHLORE,SAA Acétochlore,618113-86-3,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,SAA Acétochlore,,
AUSN,7719,AUSN,"2-[(carbamimidoylcarbamoyl)sulfamoyl]-N,Ndimethylpyridine-3-carboxamid",2307738-55-0,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,"2-[(carbamimidoylcarbamoyl)sulfamoyl]-N,Ndimethylpyridine-3-carboxamid",Autorisé,Métabolite du nicosulfuron
QUINO,7723,QUINOCLAMINE,Quinoclamine,2797-51-5,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Quinoclamine,,
SEDAX,7724,SEDAXANE,Sedaxane,874967-67-6,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Sedaxane,,
ESADIM1,7727,CGA 369873,CGA 369873,,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,CGA 369873,Autorisé,Métabolite du diméthachlore
DIM1ESA,7727,CGA 369873,CGA 369873,,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,CGA 369873,Autorisé,Métabolite du diméthachlore
MTCNOA,7729,METOLACHLOR NOA 413173,Metolachlor NOA 413173,1418095-19-8,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,Metolachlor NOA 413173,Interdit,
NOAMTC,7729,METOLACHLOR NOA 413173,Metolachlor NOA 413173,1418095-19-8,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,Metolachlor NOA 413173,Interdit,
MTC3682,7730,MÉTOLACHLORE MÉTABOLITE CGA 368208,Métolachlore métabolite CGA 368208,1173021-76-5,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,1.43,µg/L,Valeur sanitaire transitoire (incluant un intervalle de confiance de 30%) établie par l'agence allemande UBA (utilisée en l'absence de Vmax fixée par l'Anses),,,,Métolachlore métabolite CGA 368208,,
MTC3577,7731,MÉTOLACHLORE MÉTABOLITE CGA 357704,Métolachlore métabolite CGA 357704,1217465-10-5,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,1.43,µg/L,Valeur sanitaire transitoire (incluant un intervalle de confiance de 30%) établie par l'agence allemande UBA (utilisée en l'absence de Vmax fixée par l'Anses),,,,Métolachlore métabolite CGA 357704,,
DMTHOXA,7735,DIMÉTHÉNAMIDE OXA,Diméthénamide OXA,380412-59-9,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,Diméthénamide OXA,Autorisé,
OXADMTH,7735,DIMÉTHÉNAMIDE OXA,Diméthénamide OXA,380412-59-9,pesticide,metabolite,non_pertinent,,µg/L,Limite de qualité réglementaire pour les métabolites non pertinents,0.9,µg/L,,µg/L,Pas de restriction de consommation pour les métabolites non pertinents. ,,,,Diméthénamide OXA,Autorisé,
PPCHL_O,7736,PROPACHLORE OXA,Propachlore OXA,70628-36-3,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Propachlore OXA,,
SPIMES,7738,SPIROMESIFEN,Spiromesifen,283594-90-1,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Spiromesifen,,
CYFLU,7748,CYFLUFENAMIDE,Cyflufenamide,180409-60-3,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Cyflufenamide,,
D-CTOL,7782,DESMÉTHYL-CHLORTOLURON,Desméthyl-chlortoluron,22175-22-0,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Desméthyl-chlortoluron,,
CYSUL,7801,CYPROSULFAMIDE,Cyprosulfamide,221667-31-8,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Cyprosulfamide,Autorisé,
AMETO,7842,AMETOCTRADINE,Ametoctradine,865318-97-4,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Ametoctradine,,
CYTP,7871,CYANTRANILIPROLE,Cyantraniliprole,736994-63-1,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Cyantraniliprole,,
OTP,7872,OXATHIAPIPROLIN,Oxathiapiprolin,1003318-67-9,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Oxathiapiprolin,,
PRODES,7936,PROTHIOCONAZOLE-DESTHIO,Prothioconazole-Desthio,120983-64-4,pesticide,metabolite,pertinent_par_defaut,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Prothioconazole-Desthio,,
SPINE,8041,SPINETORAM,Spinetoram,935545-74-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Spinetoram,,
AMISUL,8043,AMISULBRON,Amisulbron,348635-87-0,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Amisulbron,,
SPIDIC,8044,SPIRODICLOFEN,Spirodiclofen,148477-71-8,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Spirodiclofen,,
VALIF,8045,VALIFENALATE,Valifenalate,283159-90-0,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Valifenalate,,
PROFOX,8046,PROFOXYDIM,Profoxydim,139001-49-3,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Profoxydim,,
ACEQ,8047,ACEQUINOCYL,Acequinocyl,57960-19-7,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Acequinocyl,,
EMAM,8102,EMAMECTINE,Emamectine,119791-41-2,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Emamectine,,
AZA,8582,AZADIRACHTIN,Azadirachtin,11141-17-6,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Azadirachtin,,
PYRF,8583,PYRIOFENONE,Pyriofenone,688046-61-9,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Pyriofenone,,
HALM,8664,HALAUXIFEN-METHYL,Halauxifen-methyl,943831-98-9,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Halauxifen-methyl,,
MFTC,8686,MÉFENTRIFLUCONAZOLE,Méfentrifluconazole,1417782-03-6,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Méfentrifluconazole,,
GAINE,8744,GAMMA CYHALOTHRINE,Gamma Cyhalothrine,76703-62-3,pesticide,sub_active,,0.1,µg/L,Limite de qualité réglementaire valable pour chaque substance active pesticide et métabolite pertinent,,,0.142,µg/L,Valeur recommandée par le HCSP en l'absence de Vmax ou VST,,,,Gamma Cyhalothrine,,
